longitude	latitude	value
106.2558365	29.2441673	1.0000000
106.2566681	29.2441673	1.0000000
106.2574997	29.2441673	1.0000000
106.2583313	29.2441673	1.0000000
106.2591629	29.2441673	1.0000000
106.2600021	29.2441673	1.0000000
106.2608337	29.2441673	1.0000000
106.2616653	29.2441673	1.0000000
106.2624969	29.2441673	1.0000000
106.2633362	29.2441673	1.0000000
106.2641678	29.2441673	1.0000000
107.8758316	29.2441673	1.0000000
106.2549973	29.2450008	1.0000000
106.2558365	29.2450008	1.0000000
106.2566681	29.2450008	1.0000000
106.2574997	29.2450008	1.0000000
106.2583313	29.2450008	1.0000000
106.2591629	29.2450008	1.0000000
106.2600021	29.2450008	1.0000000
106.2608337	29.2450008	1.0000000
106.2616653	29.2450008	1.0000000
106.2624969	29.2450008	1.0000000
106.2633362	29.2450008	1.0000000
106.2641678	29.2450008	1.0000000
107.8616638	29.2450008	1.0000000
107.8758316	29.2450008	1.0000000
106.2558365	29.2458324	1.0000000
106.2566681	29.2458324	1.0000000
106.2574997	29.2458324	1.0000000
106.2583313	29.2458324	1.0000000
106.2591629	29.2458324	1.0000000
106.2600021	29.2458324	1.0000000
106.2608337	29.2458324	1.0000000
106.2616653	29.2458324	1.0000000
106.2624969	29.2458324	1.0000000
106.2633362	29.2458324	1.0000000
106.2641678	29.2458324	1.0000000
107.8783340	29.2458324	1.0000000
106.2574997	29.2466660	1.0000000
106.2583313	29.2466660	1.0000000
106.2591629	29.2466660	1.0000000
106.2600021	29.2466660	1.0000000
106.2608337	29.2466660	1.0000000
106.2616653	29.2466660	1.0000000
106.2624969	29.2466660	1.0000000
106.2633362	29.2466660	1.0000000
106.2641678	29.2466660	1.0000000
107.8783340	29.2466660	1.0000000
106.2583313	29.2474995	1.0000000
106.2591629	29.2474995	1.0000000
106.2600021	29.2474995	1.0000000
106.2608337	29.2474995	1.0000000
106.2616653	29.2474995	1.0000000
106.2624969	29.2474995	1.0000000
106.2633362	29.2474995	1.0000000
106.2641678	29.2474995	1.0000000
107.8600006	29.2474995	1.0000000
106.2591629	29.2483330	1.0000000
106.2600021	29.2483330	1.0000000
106.2608337	29.2483330	1.0000000
106.2616653	29.2483330	1.0000000
106.2624969	29.2483330	1.0000000
106.2633362	29.2483330	1.0000000
106.2641678	29.2483330	1.0000000
107.8799973	29.2483330	1.0000000
106.2591629	29.2491665	1.0000000
106.2600021	29.2491665	1.0000000
106.2608337	29.2491665	1.0000000
106.2616653	29.2491665	1.0000000
106.2624969	29.2491665	1.0000000
106.2633362	29.2491665	1.0000000
106.2641678	29.2491665	1.0000000
107.8799973	29.2491665	1.0000000
106.2591629	29.2500000	1.0000000
106.2600021	29.2500000	1.0000000
106.2608337	29.2500000	1.0000000
106.2616653	29.2500000	1.0000000
106.2624969	29.2500000	1.0000000
106.2633362	29.2500000	1.0000000
106.2591629	29.2508335	1.0000000
106.2600021	29.2508335	1.0000000
106.2608337	29.2508335	1.0000000
106.2616653	29.2508335	1.0000000
106.2624969	29.2508335	1.0000000
106.2583313	29.2516670	1.0000000
106.2591629	29.2516670	1.0000000
106.2600021	29.2516670	1.0000000
106.2608337	29.2516670	1.0000000
106.2616653	29.2516670	1.0000000
106.2624969	29.2516670	1.0000000
107.8816681	29.2516670	1.0000000
107.8824997	29.2516670	1.0000000
106.2583313	29.2525005	1.0000000
106.2591629	29.2525005	1.0000000
106.2600021	29.2525005	1.0000000
106.2608337	29.2525005	1.0000000
106.2616653	29.2525005	1.0000000
107.8816681	29.2525005	1.0000000
106.2574997	29.2533340	1.0000000
106.2583313	29.2533340	1.0000000
106.2591629	29.2533340	1.0000000
106.2600021	29.2533340	1.0000000
106.2608337	29.2533340	1.0000000
106.2616653	29.2533340	1.0000000
106.2566681	29.2541676	1.0000000
106.2574997	29.2541676	1.0000000
106.2583313	29.2541676	1.0000000
106.2591629	29.2541676	1.0000000
106.2600021	29.2541676	1.0000000
106.2608337	29.2541676	1.0000000
106.2566681	29.2549992	1.0000000
106.2574997	29.2549992	1.0000000
106.2583313	29.2549992	1.0000000
106.2591629	29.2549992	1.0000000
106.2600021	29.2549992	1.0000000
106.2608337	29.2549992	1.0000000
106.3041687	29.2549992	1.0000000
106.2558365	29.2558327	1.0000000
106.2566681	29.2558327	1.0000000
106.2574997	29.2558327	1.0000000
106.2583313	29.2558327	1.0000000
106.2591629	29.2558327	1.0000000
106.2600021	29.2558327	1.0000000
106.3016663	29.2558327	1.0000000
106.3024979	29.2558327	1.0000000
106.3033371	29.2558327	1.0000000
106.3041687	29.2558327	1.0000000
106.3050003	29.2558327	1.0000000
106.3058319	29.2558327	1.0000000
106.3066635	29.2558327	1.0000000
106.3075027	29.2558327	1.0000000
106.3858337	29.2558327	1.0000000
106.2549973	29.2566662	1.0000000
106.2558365	29.2566662	1.0000000
106.2566681	29.2566662	1.0000000
106.2574997	29.2566662	1.0000000
